OriginalPath	CanonicalPath	SizeBytes	OriginalSHA256	CanonicalSHA256	HashMatch	CheckpointSHA	GraphSHA256	PBSJobID	Purpose
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024.stderr.log	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_b1024.stderr.log	744	fd64dac42505735833aa5d9d0103d97f7c40d37af1e18636b216cc745223dc52	fd64dac42505735833aa5d9d0103d97f7c40d37af1e18636b216cc745223dc52	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	runner stderr for gpu_opt_b1024 (phase timing / max BC)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024.vector_validation.json	raw_data/corrected_325557/job_2404743/validation/gpu_opt_b1024.vector_validation.json	558	7e38ca5f9e18585e229e6f2fc426f16c55d4f29cb52a690a2130dcee74ee88b6	7e38ca5f9e18585e229e6f2fc426f16c55d4f29cb52a690a2130dcee74ee88b6	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	vector completeness validation for gpu_opt_b1024
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b9792.bc.tsv	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_b9792.bc.tsv	9330105	22f5eed2b4fbe5eb07368704eb0e29e2a129effc4996323fa246e5f1dfcc8a9a	22f5eed2b4fbe5eb07368704eb0e29e2a129effc4996323fa246e5f1dfcc8a9a	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	per-vertex BC vector (gpu_opt_b9792); full-vector re-audit input
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b9792.stderr.log	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_b9792.stderr.log	842	bad19407d628b157729361b4d30a140149ae19afeb4e235f4826778ddeaa304d	bad19407d628b157729361b4d30a140149ae19afeb4e235f4826778ddeaa304d	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	runner stderr for gpu_opt_b9792 (phase timing / max BC)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b9792.vector_validation.json	raw_data/corrected_325557/job_2404743/validation/gpu_opt_b9792.vector_validation.json	558	5bb2a74f09f21976ac1b497e18ce9c9230b263805b39136a5a771c3ec7fd9cc7	5bb2a74f09f21976ac1b497e18ce9c9230b263805b39136a5a771c3ec7fd9cc7	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	vector completeness validation for gpu_opt_b9792
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_b1024.bc.tsv	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_pure_b1024.bc.tsv	9330110	65c109ef96f418be91cfb0acf5891504356783a172e28f703192b3594e8cacbb	65c109ef96f418be91cfb0acf5891504356783a172e28f703192b3594e8cacbb	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	per-vertex BC vector (gpu_opt_pure_b1024); full-vector re-audit input
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_b1024.stderr.log	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_pure_b1024.stderr.log	517	8fe6d9d90a6de1faf33c321355ac62677e0194572956fe09f301712e81c6353a	8fe6d9d90a6de1faf33c321355ac62677e0194572956fe09f301712e81c6353a	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	runner stderr for gpu_opt_pure_b1024 (phase timing / max BC)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_b1024.vector_validation.json	raw_data/corrected_325557/job_2404743/validation/gpu_opt_pure_b1024.vector_validation.json	563	4a37ea9ac3a9352edc759e3270cf692381c4f507e6fb7489df0c6181402f59fe	4a37ea9ac3a9352edc759e3270cf692381c4f507e6fb7489df0c6181402f59fe	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	vector completeness validation for gpu_opt_pure_b1024
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b1024.bc.tsv	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_pure_chunked_b1024.bc.tsv	9330118	d53afd646d3895a60f065ba98561ccfca522bb240681610c915dfabd3ff7f618	d53afd646d3895a60f065ba98561ccfca522bb240681610c915dfabd3ff7f618	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	per-vertex BC vector (gpu_opt_pure_chunked_b1024); full-vector re-audit input
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b1024.stderr.log	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_pure_chunked_b1024.stderr.log	509	27ae32a62a30af8f3f1140324d5c0fa3b38ad4ed85deeda9e3dc44f53293edd7	27ae32a62a30af8f3f1140324d5c0fa3b38ad4ed85deeda9e3dc44f53293edd7	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	runner stderr for gpu_opt_pure_chunked_b1024 (phase timing / max BC)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b1024.vector_validation.json	raw_data/corrected_325557/job_2404743/validation/gpu_opt_pure_chunked_b1024.vector_validation.json	571	066725e6e6884c7c81f618d2e565f6777fb4259f703778241a77839c96c7221e	066725e6e6884c7c81f618d2e565f6777fb4259f703778241a77839c96c7221e	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	vector completeness validation for gpu_opt_pure_chunked_b1024
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b16384.bc.tsv	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_pure_chunked_b16384.bc.tsv	9330118	222bcfccd085da93b13aefbda83e597020688a1afd5fab3321df14b9e27bed1f	222bcfccd085da93b13aefbda83e597020688a1afd5fab3321df14b9e27bed1f	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	per-vertex BC vector (gpu_opt_pure_chunked_b16384); full-vector re-audit input
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b16384.stderr.log	raw_data/corrected_325557/job_2404743/vectors/gpu_opt_pure_chunked_b16384.stderr.log	604	fa6972550932b49464056fbaec4caa7264da9e2d70cbbb2c089bd62310da3b76	fa6972550932b49464056fbaec4caa7264da9e2d70cbbb2c089bd62310da3b76	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	runner stderr for gpu_opt_pure_chunked_b16384 (phase timing / max BC)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b16384.vector_validation.json	raw_data/corrected_325557/job_2404743/validation/gpu_opt_pure_chunked_b16384.vector_validation.json	572	2496cbbf88535183765d5d0571ebc0541e00216e6cd38e334290cdaf15a29b6f	2496cbbf88535183765d5d0571ebc0541e00216e6cd38e334290cdaf15a29b6f	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	vector completeness validation for gpu_opt_pure_chunked_b16384
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096.bc.tsv	raw_data/corrected_325557/job_2404743/vectors/pathmerge_b4096.bc.tsv	9330110	164cceb2c179ce1a6552685663e6d66745a2483c877e0afe52e9f94bc7aa9496	164cceb2c179ce1a6552685663e6d66745a2483c877e0afe52e9f94bc7aa9496	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	per-vertex BC vector (pathmerge_b4096); full-vector re-audit input
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096.stderr.log	raw_data/corrected_325557/job_2404743/vectors/pathmerge_b4096.stderr.log	356	c64754c9148bd47c792205e8e52723ed0a605009485b8e49b8401f1b792ea6aa	c64754c9148bd47c792205e8e52723ed0a605009485b8e49b8401f1b792ea6aa	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	runner stderr for pathmerge_b4096 (phase timing / max BC)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096.vector_validation.json	raw_data/corrected_325557/job_2404743/validation/pathmerge_b4096.vector_validation.json	560	3858164d91a61f7b728a2880bd228945ffc6fb88dc69d6bdcb5b1fc60d6dffee	3858164d91a61f7b728a2880bd228945ffc6fb88dc69d6bdcb5b1fc60d6dffee	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	vector completeness validation for pathmerge_b4096
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024__vs__gpu_opt_pure_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b1024__vs__gpu_opt_pure_b1024.json	1696	9b56ee7cf70d790820687a920539fe394f1f2df5b6d6b71ead418125c62edbac	9b56ee7cf70d790820687a920539fe394f1f2df5b6d6b71ead418125c62edbac	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	1775	87eeb94db06eaafe6f41f40cb323722ab1536509efb5cbf984db478cf3bc2168	87eeb94db06eaafe6f41f40cb323722ab1536509efb5cbf984db478cf3bc2168	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024__vs__gpu_opt_pure_chunked_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b1024__vs__gpu_opt_pure_chunked_b1024.json	1703	24753aefbd2e6e0ce56b65d5297b9619eef75458a84cfc7cef8b669e8699df4f	24753aefbd2e6e0ce56b65d5297b9619eef75458a84cfc7cef8b669e8699df4f	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b1024__vs__gpu_opt_pure_chunked_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b1024__vs__gpu_opt_pure_chunked_b1024.md	1800	b23623a036c87801005f9782285d2320c23722c70d34f2a292ac3164d6e14112	b23623a036c87801005f9782285d2320c23722c70d34f2a292ac3164d6e14112	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b9792__vs__gpu_opt_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b9792__vs__gpu_opt_b1024.json	1688	41c7dd977182456a7c3dc0d62a93004dc1644c8f29bd431355e70cbab3afd123	41c7dd977182456a7c3dc0d62a93004dc1644c8f29bd431355e70cbab3afd123	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_b9792__vs__gpu_opt_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_b9792__vs__gpu_opt_b1024.md	1761	d14e93f040a02b81f93759bb88ee46d45fb78dc51a0f941ae8b1c295b13ddb90	d14e93f040a02b81f93759bb88ee46d45fb78dc51a0f941ae8b1c295b13ddb90	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_b1024__vs__gpu_opt_pure_chunked_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_pure_b1024__vs__gpu_opt_pure_chunked_b1024.json	1704	a3f5be5d6915eebe032d396754b219386e42f96abd4d451bf2b63413a229fa60	a3f5be5d6915eebe032d396754b219386e42f96abd4d451bf2b63413a229fa60	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_b1024__vs__gpu_opt_pure_chunked_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_pure_b1024__vs__gpu_opt_pure_chunked_b1024.md	1813	98d74e42526db1dcc6ef15caa05329829a139e7e6bdef25b7d25b469be646f82	98d74e42526db1dcc6ef15caa05329829a139e7e6bdef25b7d25b469be646f82	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b16384__vs__gpu_opt_pure_chunked_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_pure_chunked_b16384__vs__gpu_opt_pure_chunked_b1024.json	1715	f8a6caab65d0dcd11117aa6509c2dc11ecd2cf6b2d81418a6b8f7ff9f3f302fb	f8a6caab65d0dcd11117aa6509c2dc11ecd2cf6b2d81418a6b8f7ff9f3f302fb	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/gpu_opt_pure_chunked_b16384__vs__gpu_opt_pure_chunked_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/gpu_opt_pure_chunked_b16384__vs__gpu_opt_pure_chunked_b1024.md	1841	7eef48b5fe8f5fa5653c78e79aec4600b90a0bfa788093ae186efc1065e8be8f	7eef48b5fe8f5fa5653c78e79aec4600b90a0bfa788093ae186efc1065e8be8f	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_b1024.json	1718	3bcb7be8b08a7697b3cd3b29e5626d6b465aca7971c00b400b6e4b1e1996e962	3bcb7be8b08a7697b3cd3b29e5626d6b465aca7971c00b400b6e4b1e1996e962	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_b1024.md	1850	91ff93a3ab3980edf0342de17977c22c16f9c2de353d9960df561aafb3da0596	91ff93a3ab3980edf0342de17977c22c16f9c2de353d9960df561aafb3da0596	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_b9792.json	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_b9792.json	1716	1919921c5159ca9205ae5e8d0b82d3407825094d01ba9bcd39c986fb652cb433	1919921c5159ca9205ae5e8d0b82d3407825094d01ba9bcd39c986fb652cb433	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_b9792.md	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_b9792.md	1851	0560fe8e52dc43b5fc9472daf4eaf42129aef65da45873a9b9ddee6f2d0558a7	0560fe8e52dc43b5fc9472daf4eaf42129aef65da45873a9b9ddee6f2d0558a7	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_pure_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_pure_b1024.json	1723	e0236f240a3288249eb02006c9a34b3f78728e2f79c8dafe2a8f430036df799f	e0236f240a3288249eb02006c9a34b3f78728e2f79c8dafe2a8f430036df799f	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_pure_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_pure_b1024.md	1865	2aa9b220454307dbc4ac1208900270ff599b10666cabfd4dfc9849a6539742ca	2aa9b220454307dbc4ac1208900270ff599b10666cabfd4dfc9849a6539742ca	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_pure_chunked_b1024.json	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_pure_chunked_b1024.json	1731	44b0e4f58d35dca70addfc798d69a2dda8cacb2e933ab17d78d6b9d9c13a0f38	44b0e4f58d35dca70addfc798d69a2dda8cacb2e933ab17d78d6b9d9c13a0f38	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_pure_chunked_b1024.md	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_pure_chunked_b1024.md	1889	09be466c5d2ca910a0fb7566c1ca9e82360a8b026c4fef91613852a3027fd206	09be466c5d2ca910a0fb7566c1ca9e82360a8b026c4fef91613852a3027fd206	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_pure_chunked_b16384.json	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_pure_chunked_b16384.json	1731	ef4406219eb3246d7198e18fff1f42824797f994e645c1bfd9a4ae5a32981fa4	ef4406219eb3246d7198e18fff1f42824797f994e645c1bfd9a4ae5a32981fa4	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pathmerge_b4096__vs__gpu_opt_pure_chunked_b16384.md	raw_data/corrected_325557/job_2404743/comparisons/pathmerge_b4096__vs__gpu_opt_pure_chunked_b16384.md	1892	8fd41c9b454986958b15c5c61e32033df6d7a2300ce769828338c1808f8a8af9	8fd41c9b454986958b15c5c61e32033df6d7a2300ce769828338c1808f8a8af9	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	pairwise comparison report
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pure_b4096.stderr.log	raw_data/corrected_325557/job_2404743/feasibility/pure_b4096.stderr.log	517	1e62ee92bc4b9009efce68b67d6a5d8a86fc8d3f1a8584101b382cdf7d69d0a6	1e62ee92bc4b9009efce68b67d6a5d8a86fc8d3f1a8584101b382cdf7d69d0a6	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stderr (pure_b4096)
build_miyabi/result_corrected_325557_20260717_215817_2404743.opbs/pure_b4096.stdout.tsv	raw_data/corrected_325557/job_2404743/feasibility/pure_b4096.stdout.tsv	59	c12cecadd45b94f4dd4d5ba810721e814ac3e3f215d19d3610c924540ea0c213	c12cecadd45b94f4dd4d5ba810721e814ac3e3f215d19d3610c924540ea0c213	yes	45352a344aaac463283a647467b790be9b45bfb8	8373244f209a3ee489fe72a7b237a5639d142e3a10ac451a2c81b09194eeaa22	2404743.opbs	capacity-boundary run stdout tsv (pure_b4096; empty on failure)
