results_miyabi/README.md	result/README.md	result	新構成向け書換え+Gate F0 small correctness索引追加	0edabd5eac2b321c6202546792020ebb7fa0e38ea366ae1a3c3e461e3d9a7b5f	0ddc437d92305b50f771a4d5dfcc74a9244b8b89d22ec4adb24472f483073721	modified	partial	memory_diagnostic_20260713	小規模正確性archive索引; Gate H0 memory_paths反映
(none)	result/TABLES_AND_FIGURES.md	result	Gate B新規生成+Gate F0 correctness table追加	not_applicable	effd828b284f42ff4e14c135051ac197d72e013ba991b23ce6f54bbacd695320	modified	partial	archival_generated	時間値は性能入力に不使用; Gate H0 memory_paths反映
(none)	result/ablation/email_2354999/SOURCE.md	result	Gate B/B2/B2.1新規生成	 	51fdd7aab39da2a21ced5ec3d2c601f2315e61d14b782a091b9bdb198ffabc8d	new	yes	archival_generated	生成: 整理; Gate W13.1でwarmup記載を訂正(なし→invocation当たりuntimed H1W1A1×1); 測定値・主効果・trial数は不変
build_miyabi/result_ablation_20260710_182735_2354999/ablation.log	raw_data/ablation/email-EuAll/job_2354999_20260710/ablation.log	result	build_miyabi(未追跡)から小ファイルcopy	80318d132bba03f6fc07e3338cc3e86ac62a038df3bf440535f155306af650a1	80318d132bba03f6fc07e3338cc3e86ac62a038df3bf440535f155306af650a1	yes	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS
build_miyabi/result_ablation_20260710_182735_2354999/ablation_contributions.tsv	result/ablation/email_2354999/ablation_contributions.tsv	result	build_miyabi(未追跡)から小ファイルcopy	5974a5d9a15bc6e1ce86d27b75e04b094049aad3b502ed6bf7030c2e35e1d827	5974a5d9a15bc6e1ce86d27b75e04b094049aad3b502ed6bf7030c2e35e1d827	yes	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS
build_miyabi/result_ablation_20260710_182735_2354999/ablation_results.tsv	raw_data/ablation/email-EuAll/job_2354999_20260710/ablation_results.tsv	result	build_miyabi(未追跡)から小ファイルcopy	77fd81068e345888b98368e4f88162b4a75780e7f25c6786deb7bd6a62b0c45a	77fd81068e345888b98368e4f88162b4a75780e7f25c6786deb7bd6a62b0c45a	yes	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS
build_miyabi/result_ablation_20260710_182735_2354999/ablation_summary.md	result/ablation/email_2354999/ablation_summary.md	result	build_miyabi(未追跡)から小ファイルcopy+Gate C whitespace正規化	b2ddc1a7b949541090fa2d2e788a27cb01a1b58bddb8cc851489a6fe9d267d0f	6df8d8c85e2129634328594726562f33bdf41695508dc6679486e093f229f1e3	modified	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS; Gate CでEOF空行1行削除; Gate W3.1でSample SDをddof=1へ訂正
(none)	result/ablation/synthetic_2354994/SOURCE.md	result	Gate B/B2/B2.1新規生成	 	91974e51e2c94c9c864ad774c79844d5fa82d1f2f9fb725952f56f766526edd8	new	yes	archival_generated	生成: 整理
build_miyabi/result_ablation_20260710_182735_2354994/ablation.log	raw_data/ablation/synthetic/job_2354994_20260710/ablation.log	result	build_miyabi(未追跡)から小ファイルcopy	7e0eaf644f40360e0bd8e613d22945f00a5cf7f5fe919f2c46921391bb5da65a	7e0eaf644f40360e0bd8e613d22945f00a5cf7f5fe919f2c46921391bb5da65a	yes	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS
build_miyabi/result_ablation_20260710_182735_2354994/ablation_contributions.tsv	result/ablation/synthetic_2354994/ablation_contributions.tsv	result	build_miyabi(未追跡)から小ファイルcopy	fa9d25b1edd0aae16fb76bb395d46b7a705557f266960cbf13bd7a6d6830c6b7	fa9d25b1edd0aae16fb76bb395d46b7a705557f266960cbf13bd7a6d6830c6b7	yes	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS
build_miyabi/result_ablation_20260710_182735_2354994/ablation_results.tsv	raw_data/ablation/synthetic/job_2354994_20260710/ablation_results.tsv	result	build_miyabi(未追跡)から小ファイルcopy	ef0f787086d4dcfb4bba8181aa248ddecef74bda2759d2456af563e5bb5193eb	ef0f787086d4dcfb4bba8181aa248ddecef74bda2759d2456af563e5bb5193eb	yes	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS
build_miyabi/result_ablation_20260710_182735_2354994/ablation_summary.md	result/ablation/synthetic_2354994/ablation_summary.md	result	build_miyabi(未追跡)から小ファイルcopy+Gate C whitespace正規化	ebee4af880d99d671276c4e0f58693fae599e3e3e2fcb342ae12f71acd9c8c51	da7bac61b75aa1a186e754501272c8c11a3ef8aca5553cdbd13eb768aa9de1af	modified	yes	phase_def_block_20260710	原本はEXTERNAL_ARTIFACTS; Gate CでEOF空行1行削除; Gate W3.1でSample SDをddof=1へ訂正
results_miyabi/correctness/README.md	result/correctness/pathmerge_tuned/README.md	result	再現コマンドのパスを新構成へ更新	bc912ce82b7cbaf758bffcdedc8cd136b849cca3e40cf2d959489ea7c9784684	9109109139786c75a9ea24b9e4bc2246009a9493cb6838dd79fcb7acaf1422cf	modified	yes	phase_def_block_20260710
(none)	result/correctness/pathmerge_tuned/SOURCE.md	result	Gate B/B2/B2.1新規生成	 	e74bd0d124fd057d351ce61662e96af0a6328fe03d920b4015f1d5194d0798e2	new	yes	archival_generated	生成: 整理
results_miyabi/correctness/email-EuAll_b64_vs_b2048.md	result/correctness/pathmerge_tuned/email-EuAll_b64_vs_b2048.md	result	git mv(内容不変)	8c11be93d19b91a6c08043afd190425f35a097e8ce6704661fd57de2c76ece51	8ee07f553a4cd737faaba6733f67a593e846a23b120889304bccc4385c0552f5	yes	yes	phase_def_block_20260710
results_miyabi/correctness/roadNet-CA_b32_vs_b64.md	result/correctness/pathmerge_tuned/roadNet-CA_b32_vs_b64.md	result	git mv(内容不変)	e10891923b9e5f9253951fc8dcd21400d1b780e0e5c9f2fe0552c47e33d90d52	0efde39b94c08f528a160c0380d1860fe7beecc797f37c898c7f65e670c5b1e6	yes	yes	phase_def_block_20260710
(none)	result/coverage_matrix.tsv	result	Gate B新規生成+Gate F0 small correctness行追加	not_applicable	acd538abcfefd96a2f94f058cd2a02961b9761c31d432dbce3b9db56921a299e	modified	partial	archival_generated	full_vector_independent_reference; Gate H0 memory_paths反映
(none)	result/datasets/README.md	result	Gate B/B2/B2.1新規生成	 	c057eea2219fb3ef766ba48a8fb944dda662cc6496ebd75d699a314cb7d2f553	new	partial	archival_generated	生成: 整理
(none)	result/datasets/graph_catalog.tsv	result	Gate B/B2/B2.1新規生成	 	46401e2ef39d9aba1926fcfe9764c97ebceb4af7f9b1b39805044dd125e65164	new	partial	archival_generated	生成: 整理
(none)	result/environment/environment.md	result	Gate B/B2/B2.1新規生成	 	8b69d4d02483b0f226af46effff33b9eaba2fdef7703871411c187fe40624f4c	new	partial	archival_generated	生成: 整理
results_miyabi/figures/statistical_test.md	result/figures/statistical_test.md	result	git mv(内容不変)	328d621a061dd46b7cd10b2258ef0023faad389cf328dfc1f4b3fed188e3874a	328d621a061dd46b7cd10b2258ef0023faad389cf328dfc1f4b3fed188e3874a	yes	partial	phase_def_block_20260710
(none)	result/main_performance/proposed_variants/SOURCE.md	result	Gate B/B2/B2.1新規生成	 	e79bdfbf86987605faa2de15183aca68f8715c1fab59fd94cade2963bc9c6efc	new	yes	archival_generated	生成: 整理
results_miyabi/phaseD_benchmark_block/email-EuAll/benchmark.log	raw_data/main_performance/proposed_variants/email-EuAll/_run/job_2357334_20260711/benchmark.log	result	git mv(内容不変)	9b57cf09f7c9496a7391aba36ded08921cf74c08fc734bbcf296eb1b26d5cd1c	9b57cf09f7c9496a7391aba36ded08921cf74c08fc734bbcf296eb1b26d5cd1c	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/correctness.md	result/main_performance/proposed_variants/email-EuAll/correctness.md	result	git mv(内容不変)	4169570839169bc2499381094f7ada0c1b9107047d10937aaafb598fe0aa231c	4169570839169bc2499381094f7ada0c1b9107047d10937aaafb598fe0aa231c	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/max_bc.tsv	raw_data/main_performance/proposed_variants/email-EuAll/_run/job_2357334_20260711/max_bc.tsv	result	git mv(内容不変)	0c708ffc33fd83bf905369cf7b1db40804142c08d03ce6231f3b33862d095032	0c708ffc33fd83bf905369cf7b1db40804142c08d03ce6231f3b33862d095032	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/phase_timing.log	raw_data/main_performance/proposed_variants/email-EuAll/_run/job_2357334_20260711/phase_timing.log	result	git mv(内容不変)	532eca9d544cf94be1def98a7b55fc3a615dfe9dfab273d218ef486b66abdeaa	532eca9d544cf94be1def98a7b55fc3a615dfe9dfab273d218ef486b66abdeaa	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/results.tsv	raw_data/main_performance/proposed_variants/email-EuAll/_run/job_2357334_20260711/results.tsv	result	git mv(内容不変)	19eaa3b29c9300bc11f974bc0064f02f6ae3ef6b6c771a5fbedbd082c8468576	19eaa3b29c9300bc11f974bc0064f02f6ae3ef6b6c771a5fbedbd082c8468576	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/speedup_table.md	result/main_performance/proposed_variants/email-EuAll/speedup_table.md	result	git mv(内容不変)	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/summary_table.md	result/main_performance/proposed_variants/email-EuAll/summary_table.md	result	git mv(内容不変)	23349619d834670e59cd1050eeafb669d8b27c6e95013c88c9364c03e66fa9ff	23349619d834670e59cd1050eeafb669d8b27c6e95013c88c9364c03e66fa9ff	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/email-EuAll/summary_table.tsv	result/main_performance/proposed_variants/email-EuAll/summary_table.tsv	result	git mv(内容不変)	66f8a774c27ee5d2c75bcb528627ad64456e9af7601c0904c8d8651c4459cb7e	66f8a774c27ee5d2c75bcb528627ad64456e9af7601c0904c8d8651c4459cb7e	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/benchmark.log	raw_data/main_performance/proposed_variants/roadNet-CA/_run/job_2357334_20260711/benchmark.log	result	git mv(内容不変)	f24b9c2b51ba0733a2f557c41447d6d949645458edab764b40ac85d893dd8cc3	f24b9c2b51ba0733a2f557c41447d6d949645458edab764b40ac85d893dd8cc3	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/correctness.md	result/main_performance/proposed_variants/roadNet-CA/correctness.md	result	git mv(内容不変)	0b6befd903e5ad5fc20e9ff598041c8daaff7f8a96d4f79d988f07c16a5249f0	0b6befd903e5ad5fc20e9ff598041c8daaff7f8a96d4f79d988f07c16a5249f0	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/max_bc.tsv	raw_data/main_performance/proposed_variants/roadNet-CA/_run/job_2357334_20260711/max_bc.tsv	result	git mv(内容不変)	3a84f62771df9545e82b09b944c7b849119c209873fea77154b0aafaae6a21cf	3a84f62771df9545e82b09b944c7b849119c209873fea77154b0aafaae6a21cf	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/phase_timing.log	raw_data/main_performance/proposed_variants/roadNet-CA/_run/job_2357334_20260711/phase_timing.log	result	git mv(内容不変)	a873329f5501ce9ed240f05ee3e208ae38e0402a64313b69a4fb735d1670a21c	a873329f5501ce9ed240f05ee3e208ae38e0402a64313b69a4fb735d1670a21c	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/results.tsv	raw_data/main_performance/proposed_variants/roadNet-CA/_run/job_2357334_20260711/results.tsv	result	git mv(内容不変)	0c4dc2ee0c8d214c884d632ca2b84b153890dc7a49234d2d4f017034cffbc3fd	0c4dc2ee0c8d214c884d632ca2b84b153890dc7a49234d2d4f017034cffbc3fd	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/speedup_table.md	result/main_performance/proposed_variants/roadNet-CA/speedup_table.md	result	git mv(内容不変)	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/summary_table.md	result/main_performance/proposed_variants/roadNet-CA/summary_table.md	result	git mv(内容不変)	625a406872e011f5f3e208875f49d3a132765f3dd2a9b931fcc18cce2ba20a43	625a406872e011f5f3e208875f49d3a132765f3dd2a9b931fcc18cce2ba20a43	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-CA/summary_table.tsv	result/main_performance/proposed_variants/roadNet-CA/summary_table.tsv	result	git mv(内容不変)	ddd4bea8714120f8dc7c37d1cfad20de9caef4443952f7416c396bb1aec71673	ddd4bea8714120f8dc7c37d1cfad20de9caef4443952f7416c396bb1aec71673	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/benchmark.log	raw_data/main_performance/proposed_variants/roadNet-PA/_run/job_2357334_20260711/benchmark.log	result	git mv(内容不変)	cd1002bde8a25ddd8084e3e178d3d702c3d513743d8f8815ce1be14418fc454e	cd1002bde8a25ddd8084e3e178d3d702c3d513743d8f8815ce1be14418fc454e	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/correctness.md	result/main_performance/proposed_variants/roadNet-PA/correctness.md	result	git mv(内容不変)	df132437a1456970a77fb111e01b83375e243d42bdead27a178e9ec890afde75	df132437a1456970a77fb111e01b83375e243d42bdead27a178e9ec890afde75	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/max_bc.tsv	raw_data/main_performance/proposed_variants/roadNet-PA/_run/job_2357334_20260711/max_bc.tsv	result	git mv(内容不変)	d737f61df5356a69b79e6c6ff5120f3b39844cc4503dbe4de7cd9962007b39ba	d737f61df5356a69b79e6c6ff5120f3b39844cc4503dbe4de7cd9962007b39ba	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/phase_timing.log	raw_data/main_performance/proposed_variants/roadNet-PA/_run/job_2357334_20260711/phase_timing.log	result	git mv(内容不変)	378d73d3d90c1593fa79b75f94b2449c9e18579fc540151378744320c75ce9a2	378d73d3d90c1593fa79b75f94b2449c9e18579fc540151378744320c75ce9a2	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/results.tsv	raw_data/main_performance/proposed_variants/roadNet-PA/_run/job_2357334_20260711/results.tsv	result	git mv(内容不変)	88e09385c4188359a92252209c0493ceb93cecdefcb616d7526e9e6b8ee32eb2	88e09385c4188359a92252209c0493ceb93cecdefcb616d7526e9e6b8ee32eb2	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/speedup_table.md	result/main_performance/proposed_variants/roadNet-PA/speedup_table.md	result	git mv(内容不変)	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/summary_table.md	result/main_performance/proposed_variants/roadNet-PA/summary_table.md	result	git mv(内容不変)	cb25bb349eb9e0c40f6da4afcbdd826f129c9412ec422ff13d4888988aa62f09	cb25bb349eb9e0c40f6da4afcbdd826f129c9412ec422ff13d4888988aa62f09	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-PA/summary_table.tsv	result/main_performance/proposed_variants/roadNet-PA/summary_table.tsv	result	git mv(内容不変)	bdc7b2175924c340c7bc69dfd9ae27b4c739bf3e1dca1609e9e9ced7e597464e	bdc7b2175924c340c7bc69dfd9ae27b4c739bf3e1dca1609e9e9ced7e597464e	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/benchmark.log	raw_data/main_performance/proposed_variants/roadNet-TX/_run/job_2357334_20260711/benchmark.log	result	git mv(内容不変)	27737385bb6c91c5b341fa92a2a0e7dcc21562cb200013b0129d44c8ac2d50a2	27737385bb6c91c5b341fa92a2a0e7dcc21562cb200013b0129d44c8ac2d50a2	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/correctness.md	result/main_performance/proposed_variants/roadNet-TX/correctness.md	result	git mv(内容不変)	55090b0da2ed98a1d4b41705c083bef77e86ac43dc8c66b8b3b0d5fe8a36fc41	55090b0da2ed98a1d4b41705c083bef77e86ac43dc8c66b8b3b0d5fe8a36fc41	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/max_bc.tsv	raw_data/main_performance/proposed_variants/roadNet-TX/_run/job_2357334_20260711/max_bc.tsv	result	git mv(内容不変)	98d785b0a354602e82f550e983aaef696fc9ced2e832f4565afb9cac58131c81	98d785b0a354602e82f550e983aaef696fc9ced2e832f4565afb9cac58131c81	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/phase_timing.log	raw_data/main_performance/proposed_variants/roadNet-TX/_run/job_2357334_20260711/phase_timing.log	result	git mv(内容不変)	955a3d372d046b46eadc4dbce083d5bc0668ac394d28010c9f893fec1990ea3b	955a3d372d046b46eadc4dbce083d5bc0668ac394d28010c9f893fec1990ea3b	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/results.tsv	raw_data/main_performance/proposed_variants/roadNet-TX/_run/job_2357334_20260711/results.tsv	result	git mv(内容不変)	d07218e83497afb4c9a6f2526169154da8852085e562ed573c90839faf0bd4e8	d07218e83497afb4c9a6f2526169154da8852085e562ed573c90839faf0bd4e8	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/speedup_table.md	result/main_performance/proposed_variants/roadNet-TX/speedup_table.md	result	git mv(内容不変)	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	02f13392a9574a7e71039ca326c3a30b0a3aed5626b009be3333fc561f0ecc5f	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/summary_table.md	result/main_performance/proposed_variants/roadNet-TX/summary_table.md	result	git mv(内容不変)	af2d722695076cf1804fd3777f3eb820637110d2bd00add2f7d8738bb5c74425	af2d722695076cf1804fd3777f3eb820637110d2bd00add2f7d8738bb5c74425	yes	yes	phase_def_block_20260710
results_miyabi/phaseD_benchmark_block/roadNet-TX/summary_table.tsv	result/main_performance/proposed_variants/roadNet-TX/summary_table.tsv	result	git mv(内容不変)	adf9aff08a2a0ee238bba2a4a9958c669884cfec09ad5cb9beedb683f13df573	adf9aff08a2a0ee238bba2a4a9958c669884cfec09ad5cb9beedb683f13df573	yes	yes	phase_def_block_20260710
(none)	result/main_performance/proposed_vs_pathmerge/README.md	result	Gate B/B2/B2.1新規生成	 	f045a4a34237bcf091c24a479e454eec51cce126b897ce8a7cd2bbe617754142	new	yes	archival_generated	生成: 整理
(none)	result/main_performance/proposed_vs_pathmerge/comparison.tsv	result	Gate B/B2/B2.1新規生成	 	00387c4c89130ad59f79799452fe2548ef9908ee4a4ffe93e1ea6da974d7d8f1	new	yes	archival_generated	生成: 整理
(none)	result/main_performance/seven_implementations/README.md	result	Gate B/B2/B2.1新規生成	 	2a5cc2a223bca543bee35e9374eaea420840c9b63c923ab05e476c8fda58884c	new	partial	archival_generated	生成: 整理
legacy_results_miyabi/result_paper/large/benchmark_no_gpu_opt.log	raw_data/main_performance/seven_implementations/legacy_partial/large/no_gpu_opt/job_notrecorded_legacy/benchmark_no_gpu_opt.log	result	git mv(内容不変)	705211d08c2329306b2fdf654c5a3ea56edc24ec2865f3ca8ca78bb0dc8f3e00	705211d08c2329306b2fdf654c5a3ea56edc24ec2865f3ca8ca78bb0dc8f3e00	yes	partial	oldtree_f05ec52_20260512
legacy_results_miyabi/result_paper/large/correctness_no_gpu_opt.md	result/main_performance/seven_implementations/legacy_partial/large/correctness_no_gpu_opt.md	result	git mv(内容不変)	7a7e279e28b72e3fdffa38949d923f3bc0dc2517b50af1796cd55f3c3ad5dbe3	7a7e279e28b72e3fdffa38949d923f3bc0dc2517b50af1796cd55f3c3ad5dbe3	yes	yes	oldtree_f05ec52_20260512
legacy_results_miyabi/result_paper/large/gpu_opt_and_gpu_opt_pure_chunked/benchmark.log	raw_data/main_performance/seven_implementations/legacy_partial/large/gpu_opt_and_gpu_opt_pure_chunked/job_notrecorded_legacy/benchmark.log	result	git mv(内容不変)	4c1b2571a9cc26c385ae281414ed707a199aff743bb46ba23032fb69966742be	4c1b2571a9cc26c385ae281414ed707a199aff743bb46ba23032fb69966742be	yes	partial	oldtree_f05ec52_20260512
