CurrentPath	Classification	Reason	TargetPath	SHA256	UsedInThesis	DerivedConsumers	Action
result/ablation/email_2354999/ablation_results.tsv	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/ablation/email-EuAll/job_2354999_20260710/ablation_results.tsv	77fd81068e345888b98368e4f88162b4a75780e7f25c6786deb7bd6a62b0c45a	yes	result/ablation/*/ablation_summary.md; result/ablation/*/ablation_contributions.tsv	move_to_raw_data
result/ablation/email_2354999/ablation_summary.md	derived	解析・集計・比較の後処理生成物	result/ablation/email_2354999/ablation_summary.md	027904c07c2ffae60bc5f1b64b81fd33999e3251f2f37b563bea92bf1cd1e2a2	yes		keep_in_result
result/ablation/synthetic_2354994/SOURCE.md	documentation	README/SOURCE/索引/主張文書	result/ablation/synthetic_2354994/SOURCE.md	5df4f29e7b7f208ab9a2d18d0a99359d4ec10669eca720db90814f1a89b9afb9	yes		keep_in_result
result/ablation/synthetic_2354994/ablation.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/ablation/synthetic/job_2354994_20260710/ablation.log	7e0eaf644f40360e0bd8e613d22945f00a5cf7f5fe919f2c46921391bb5da65a	yes	result/ablation/*/ablation_summary.md; result/ablation/*/ablation_contributions.tsv	move_to_raw_data
result/ablation/synthetic_2354994/ablation_contributions.tsv	derived	解析・集計・比較の後処理生成物	result/ablation/synthetic_2354994/ablation_contributions.tsv	fa9d25b1edd0aae16fb76bb395d46b7a705557f266960cbf13bd7a6d6830c6b7	yes		keep_in_result
result/ablation/synthetic_2354994/ablation_results.tsv	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/ablation/synthetic/job_2354994_20260710/ablation_results.tsv	ef0f787086d4dcfb4bba8181aa248ddecef74bda2759d2456af563e5bb5193eb	yes	result/ablation/*/ablation_summary.md; result/ablation/*/ablation_contributions.tsv	move_to_raw_data
result/ablation/synthetic_2354994/ablation_summary.md	derived	解析・集計・比較の後処理生成物	result/ablation/synthetic_2354994/ablation_summary.md	a93f28e5d7500d3be7625c4b430c4e55d36ae037f34bf4c7377ffeb7db40951c	yes		keep_in_result
result/correctness/memory_paths/README.md	documentation	README/SOURCE/索引/主張文書	result/correctness/memory_paths/README.md	1bd5dd2ad725c45be2556d64bd290dfb6139a823f3afbd70fc91f8a3bfe0733a	yes		keep_in_result
result/correctness/memory_paths/SOURCE.md	documentation	README/SOURCE/索引/主張文書	result/correctness/memory_paths/SOURCE.md	6a8bba927dfa647b3c9751ef69a63e79f65ce2fcfdbd86a879b95c2e46803bac	yes		keep_in_result
result/correctness/memory_paths/analysis/Gate_G2_2_analysis.md	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/analysis/Gate_G2_2_analysis.md	2995b55aaa2f0d0793d2faea9d3ac99ba4bdac53ad0772cfb10acf6cfd1afa14	yes		keep_in_result
result/correctness/memory_paths/analysis/Gate_G2_3_audit.md	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/analysis/Gate_G2_3_audit.md	4b81fc1ca8fcb6281b06a044c00a7d3f5ee4f9d16ab3d9c5a4386003a695d6d2	yes		keep_in_result
result/correctness/memory_paths/analysis/run_to_run_comparison.tsv	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/analysis/run_to_run_comparison.tsv	69e05b4dfe777df81a54e895adeb59830b688edc13ecd385b7a28360f5dc211b	yes		keep_in_result
result/correctness/memory_paths/analysis/six_vertex_detail.tsv	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/analysis/six_vertex_detail.tsv	34b6a285c998139bde633f08a8ee8c55b500f3976d6687507c87f09c9998b7f0	yes		keep_in_result
result/correctness/memory_paths/analysis/stress_direct_comparison.tsv	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/analysis/stress_direct_comparison.tsv	a80d8758e3c40a2fcc6991406476268a13aa3983fd4d2dfffed9d1489ce486a9	yes		keep_in_result
result/correctness/memory_paths/analysis/tolerance_sensitivity.tsv	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/analysis/tolerance_sensitivity.tsv	94575469930e1754cda599d0c947cd9fc8b84aadc0b89bf75f48bbb88d946477	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/FINAL_STATUS.txt	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/canonical_job_2368587/FINAL_STATUS.txt	ae72d5a3353663b1c04967510adedabf0cab0bec8c23fb792dedef0a293c5a89	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/MANIFEST.txt	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/_job/job_2368587_20260712/MANIFEST.txt	b2d46123b1278868822071c6aa5da6f20a81f722ba9574cf4ea569c158bec116	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/comparison_matrix.tsv	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/canonical_job_2368587/comparison_matrix.tsv	7af6d85059823b06874f177840c8a0f2a8cc893900e476b412d4b2258b6b4547	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/execution_summary.tsv	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/canonical_job_2368587/execution_summary.tsv	4ad4aeb3eecaa0535561b655cff1fc85bc8470e74bee5de8b25e053b4bacf89e	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b1024.stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt/um_b1024/job_2368587_20260712/gpu_opt_b1024.stderr.log	478444561357e58a4c720a72d84b7664b3548682b9ca28e3035cef2ddec17e39	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b1024__vs__gpu_opt_pure_b1024.md	a5a20db05dbc612d4c4d10cc98df67d367495f7a72a4188aff95f0771854c0f3	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b1024__vs__gpu_opt_pure_chunked_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b1024__vs__gpu_opt_pure_chunked_b1024.md	35f082605d35cec549d01073289b87c3e93284de6d3f5d2d61937ef67ab1aa36	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b9792.stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt/um_b9792/job_2368587_20260712/gpu_opt_b9792.stderr.log	63db92bedde167861e251907ed612765d12e92a91eac7247f29dd3993aa1bb72	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b9792__vs__gpu_opt_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/gpu_opt_b9792__vs__gpu_opt_b1024.md	d80cf9224a2220f773f2c4a5d17e35500b719fce780dc29fd86a92ca23394d9b	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_b1024.stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt_pure/pure_b1024/job_2368587_20260712/gpu_opt_pure_b1024.stderr.log	655aeb2f1828ab96e75aa08657a45b9cba8cc2f2f75e3a4760712999a1fef967	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_b1024__vs__gpu_opt_pure_chunked_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_b1024__vs__gpu_opt_pure_chunked_b1024.md	b0f4a582b87623b847191dc7280bda8fefef52bdc9e20356535b30526f826ec6	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_chunked_b1024.stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt_pure_chunked/chunked_b1024/job_2368587_20260712/gpu_opt_pure_chunked_b1024.stderr.log	ecb4f63f806dc0699fb81267a6c44d98dea100356c646be0e896e2b3e3fd8d0c	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_chunked_b16384.stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt_pure_chunked/chunked_b16384/job_2368587_20260712/gpu_opt_pure_chunked_b16384.stderr.log	22c584a3770fff092fb9bbd679f8c1217d85a7ccc084010e82b46cbeaec8c6cc	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_chunked_b16384__vs__gpu_opt_pure_chunked_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/gpu_opt_pure_chunked_b16384__vs__gpu_opt_pure_chunked_b1024.md	fbcf89cb73d0c7bd9c7a2418799d65e7bf7fc4aec0f85a62f5582f8335f30a86	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096.stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/pathmerge_bc/pathmerge_b4096/job_2368587_20260712/pathmerge_b4096.stderr.log	bdb2eabc79784bb0f89904f6e6117e153bea252ee95b3f2f968d67d20b2cf8f7	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_b1024.md	47612eaaacd7030ba88e316825b7a0745542dfce4f8191b45723c5ada3868a91	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_b9792.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_b9792.md	672c2cb5a8f85030d231f736bf6a5d5f7cb89a0be78c0df19f84503d3bfb26d0	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_pure_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_pure_b1024.md	e86fca2c6e2329a2f0cb3956097d3a7cb677ae400634255acc12b9b940690dec	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_pure_chunked_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_pure_chunked_b1024.md	61ea4828e5a8558f942e0551e94a7758510a502ff0514af261b4f763d9cf3bdc	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_pure_chunked_b16384.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/canonical_job_2368587/pathmerge_b4096__vs__gpu_opt_pure_chunked_b16384.md	de3e6727b8bda87daff1188ab2f2f4f0e8bdf6c765ebf53b1edcb5c599b42a7c	yes		keep_in_result
result/correctness/memory_paths/canonical_job_2368587/run.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/_job/job_2368587_20260712/run.log	d6f43ac337543af3ef5134f0a03d06bb8c411fafbf9433e374be1818f885577f	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/diagnostic_job_2369632/CONTROL/stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt/um_b1024_control/job_2369632_20260713/stderr.log	c7bcdce2f73f275cab384eb200f7490426dca7eeac6a9d18b478f710008e4bb0	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__T-NSEFF.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__T-NSEFF.md	fe7e8a67fcfd47309578884e8df7ce904d0d80ae1e48c47bb1bc0564370a2fb6	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__T-RESET.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__T-RESET.md	be0ae4e67a534e41090f5294fe67b9c3e671da0d1eee5757c4daedb1767b321a	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__old_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__old_b1024.md	9107cd6ad4bc5bfcc230302185e208ece1c471e894e89d2ac5c31923c9d73df0	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__old_b9792.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/CONTROL__vs__old_b9792.md	dae8bc36469c621b2d95f1a40e0bdc3afc27758e85abd8a48d182da93183b7c5	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/DIAGNOSIS.md	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/diagnostic_job_2369632/DIAGNOSIS.md	e6c74529c33a62334ab57e9da8528f557bb260d9c8a118e54f430c62fd747509	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/FINAL_STATUS.txt	derived	解析・集計・比較の後処理生成物	result/correctness/memory_paths/diagnostic_job_2369632/FINAL_STATUS.txt	aa9785b487b83f3e8fdce967f4de8e9e4e557f458558ccf3a4142e52f87ae544	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/MANIFEST.txt	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/_job/job_2369632_20260713/MANIFEST.txt	07f22ae6ca7bb2ce2f1f6399320736c5eab21831bddd038184f566a9b7ede359	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF/stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt/um_b1024_tnseff/job_2369632_20260713/stderr.log	173200ce2fb78e36e2015f9a369d48fdbb3b36bd6b7dee110365a22ac6ceabc7	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF__vs__old_b1024.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF__vs__old_b1024.md	68d09903a9d6efa3fcac966f5ebd2b31a2471084b9ee65140f6a4e7dcd75fcda	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF__vs__old_b9792.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF__vs__old_b9792.md	ef9f0f7cb78efd6512dbfa39bc1a9f98e85fd7c01862e4aece5d26a2deaaabdb	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF__vs__old_chunk_b16384.md	derived	比較 Markdown (派生)	result/correctness/memory_paths/diagnostic_job_2369632/T-NSEFF__vs__old_chunk_b16384.md	ed9640b5c41c7deb98c87449661618c8f89d73caa27df1935560e06bd7100f77	yes		keep_in_result
result/correctness/memory_paths/diagnostic_job_2369632/T-RESET/stderr.log	raw	runner/PBS 直接出力 (stdout/stderr/測定TSV/ログ/nsys/job manifest)	raw_data/correctness/memory_paths/325557_3216152/gpu_opt/um_b1024_treset/job_2369632_20260713/stderr.log	52ac470382d24909bb22f746e6cd6b1f8dcfe7b24e87694167913f36aa217950	yes	result/correctness/memory_paths/*/comparison_matrix.tsv; analysis/*	move_to_raw_data
